account_id,customer_id,is_active,open_date,fraud
AC3878,CU3095,True,2020-07-11,false
AC5301,CU3513,True,2020-06-27,false
AC0909,CU2857,True,2020-06-07,false
AC3908,CU0013,True,2020-07-13,false
AC0549,CU3625,True,2020-05-22,false
AC4530,CU4557,True,2020-05-21,false
AC4110,CU4902,True,2020-05-17,false
AC3605,CU1981,True,2020-06-06,false
AC1320,CU2954,True,2020-07-26,false
AC3872,CU1520,True,2020-05-26,false
AC4089,CU2663,True,2020-06-30,false
AC3697,CU4329,False,2020-07-03,false
AC3644,CU1049,True,2020-07-18,false
AC4468,CU3259,True,2020-06-13,false
AC4077,CU0678,True,2020-06-04,false
AC1639,CU1925,True,2020-06-03,false
AC3037,CU1890,True,2020-07-04,false
AC0005,CU4527,True,2020-08-02,false
AC4240,CU2561,True,2020-08-08,false
AC1087,CU2571,True,2020-07-18,false
AC4283,CU3981,True,2020-06-04,false
AC3407,CU2227,True,2020-06-07,false
AC0731,CU3014,True,2020-07-25,false
AC2948,CU0038,True,2020-06-21,false
AC4273,CU0821,True,2020-07-05,false
AC3897,CU4569,True,2020-08-01,false
AC0941,CU3921,False,2020-06-11,generic
AC3735,CU3651,True,2020-06-09,false
AC3237,CU4819,True,2020-05-23,false
AC1486,CU0567,True,2020-06-26,false
AC3925,CU2261,True,2020-07-13,false
AC4939,CU3443,True,2020-08-18,false
AC1526,CU1583,True,2020-07-10,false
AC2555,CU1718,True,2020-07-02,false
AC4681,CU0677,True,2020-07-07,false
AC5024,CU4800,True,2020-06-25,false
AC0738,CU0870,True,2020-06-13,false
AC0646,CU0923,True,2020-07-11,false
AC0897,CU4961,True,2020-07-19,false
AC5208,CU4540,True,2020-06-28,false
AC2448,CU0190,True,2020-06-21,false
AC0504,CU2121,True,2020-06-15,false
AC1667,CU2363,True,2020-07-09,false
AC3161,CU4566,True,2020-06-02,false
AC3336,CU2058,True,2020-07-29,false
AC0347,CU4609,True,2020-08-27,false
AC2190,CU2116,True,2020-07-30,false
AC3502,CU4909,True,2020-06-22,false
AC0826,CU3554,True,2020-06-20,false
AC2075,CU0890,True,2020-06-22,false
AC4740,CU2771,True,2020-06-18,false
AC4434,CU3002,True,2020-08-06,false
AC2494,CU3663,True,2020-08-16,false
AC4873,CU3966,True,2020-06-26,false
AC3139,CU4297,True,2020-08-01,false
AC0838,CU2710,True,2020-07-09,false
AC2177,CU4500,True,2020-07-21,false
AC1491,CU1338,True,2020-07-27,false
AC1404,CU3087,True,2020-07-25,false
AC5009,CU0610,True,2020-06-26,false
AC3071,CU1386,True,2020-08-16,false
AC4907,CU1022,True,2020-08-13,false
AC2316,CU4113,True,2020-08-21,false
AC2418,CU5172,True,2020-08-01,false
AC4294,CU2573,True,2020-06-15,false
AC4960,CU4273,True,2020-08-18,false
AC3892,CU0134,True,2020-07-09,false
AC2873,CU3934,True,2020-07-01,false
AC4856,CU5220,True,2020-08-11,false
AC2529,CU4792,True,2020-07-03,false
AC3462,CU4611,True,2020-07-10,false
AC2992,CU3797,True,2020-07-05,generic
AC1137,CU3622,True,2020-06-18,false
AC3389,CU2527,True,2020-06-26,false
AC4275,CU5378,True,2020-07-10,false
AC2745,CU1998,True,2020-08-02,false
AC2002,CU2957,True,2020-08-13,false
AC1176,CU2229,True,2020-07-04,false
AC0856,CU1840,True,2020-08-08,false
AC1604,CU3430,True,2020-08-07,false
AC4425,CU1284,True,2020-06-21,false
AC3938,CU3177,True,2020-08-29,false
AC1475,CU1310,True,2020-08-23,false
AC0042,CU5107,True,2020-08-10,false
AC1171,CU1680,True,2020-08-11,false
AC2939,CU1566,True,2020-07-04,false
AC0943,CU0119,True,2020-07-29,false
AC5245,CU1799,True,2020-08-16,false
AC5358,CU2689,True,2020-07-06,false
AC5330,CU3843,True,2020-07-25,false
AC0166,CU1421,True,2020-08-30,false
AC3822,CU0573,True,2020-07-01,false
AC4107,CU5110,True,2020-08-24,false
AC5201,CU4706,True,2020-07-04,false
AC2781,CU0011,True,2020-08-24,generic
AC0632,CU4817,True,2020-08-01,false
AC3686,CU3073,True,2020-07-21,false
AC3937,CU2370,True,2020-07-08,false
AC5268,CU1387,True,2020-07-22,false
AC1283,CU2652,True,2020-08-24,false
AC3315,CU0410,True,2020-08-28,false
AC2857,CU1577,True,2020-09-16,false
AC2907,CU3311,True,2020-08-31,false
AC0895,CU3482,True,2020-07-08,false
AC1694,CU4094,True,2020-08-05,false
AC0735,CU2642,True,2020-07-30,false
AC2151,CU3732,True,2020-08-31,false
AC4062,CU2496,True,2020-08-26,false
AC3193,CU5049,True,2020-08-08,false
AC1179,CU0822,True,2020-08-06,false
AC1259,CU3139,True,2020-07-05,false
AC3424,CU2299,True,2020-08-24,false
AC4229,CU2572,True,2020-08-25,false
AC4221,CU1200,True,2020-07-23,false
AC1104,CU4335,True,2020-08-10,false
AC0537,CU4479,True,2020-08-05,false
AC2311,CU2262,True,2020-08-05,false
AC0788,CU1348,True,2020-07-15,false
AC4585,CU5234,True,2020-07-17,false
AC5026,CU1609,True,2020-08-04,false
AC4266,CU4616,True,2020-07-19,false
AC0876,CU0154,True,2020-08-29,false
AC3206,CU5092,True,2020-07-26,false
AC4849,CU4096,True,2020-07-20,false
AC2482,CU3387,True,2020-08-04,false
AC1863,CU4761,True,2020-06-25,false
AC2578,CU5348,True,2020-07-16,false
AC1178,CU4669,True,2020-09-14,false
AC0128,CU0501,True,2020-08-24,false
AC4485,CU3473,True,2020-08-08,false
AC3059,CU1972,True,2020-08-06,false
AC3903,CU2540,True,2020-07-18,false
AC0688,CU0405,True,2020-07-21,false
AC0865,CU4054,True,2020-07-07,false
AC4331,CU3247,True,2020-08-29,false
AC1251,CU2153,True,2020-07-25,generic
AC4220,CU2122,True,2020-09-24,false
AC5180,CU0342,True,2020-06-28,false
AC1067,CU5124,True,2020-07-03,false
AC4299,CU2133,True,2020-08-16,false
AC0162,CU0877,True,2020-07-01,false
AC3574,CU3090,True,2020-09-03,false
AC0308,CU2856,True,2020-07-14,false
AC0994,CU0000,True,2020-08-13,false
AC2731,CU3477,True,2020-08-16,false
AC4795,CU5064,True,2020-07-09,false
AC2109,CU0032,True,2020-09-15,false
AC0170,CU1179,True,2020-08-10,false
AC1177,CU5061,True,2020-09-24,false
AC3066,CU0871,True,2020-08-17,false
AC0985,CU1228,True,2020-07-03,false
AC0612,CU2714,True,2020-09-16,false
AC1172,CU1514,True,2020-07-09,false
AC1696,CU5211,True,2020-08-03,false
AC5070,CU0532,True,2020-07-25,false
AC1943,CU2669,True,2020-08-07,false
AC3556,CU3018,True,2020-08-07,false
AC2186,CU5112,True,2020-08-03,generic
AC2766,CU3103,True,2020-08-26,false
AC4995,CU0705,True,2020-07-28,false
AC4207,CU4342,True,2020-09-03,false
AC0541,CU3683,True,2020-07-21,false
AC2393,CU4573,True,2020-09-29,false
AC3075,CU3412,True,2020-08-20,false
AC1995,CU0780,True,2020-08-23,false
AC1742,CU1355,True,2020-09-18,false
AC0913,CU1340,True,2020-08-30,false
AC2153,CU0456,True,2020-07-26,false
AC1311,CU0978,True,2020-08-06,false
AC2917,CU0463,True,2020-07-25,generic
AC4268,CU2596,True,2020-08-31,false
AC0987,CU3319,True,2020-08-13,false
AC4247,CU1683,True,2020-07-29,generic
AC4124,CU4828,True,2020-08-22,false
AC2839,CU2173,True,2020-07-28,false
AC2031,CU0604,True,2020-07-30,false
AC1319,CU0582,True,2020-09-26,false
AC4130,CU0632,True,2020-08-07,false
AC0701,CU1602,True,2020-09-18,false
AC1035,CU2307,True,2020-08-21,false
AC4529,CU2222,True,2020-07-12,phishing
AC5106,CU4590,True,2020-07-16,false
AC4432,CU4189,False,2020-09-25,false
AC1079,CU4201,True,2020-09-14,false
AC0021,CU4659,True,2020-08-12,false
AC0117,CU1447,True,2020-08-12,generic
AC0124,CU1429,True,2020-08-24,false
AC0407,CU1966,True,2020-08-16,false
AC1899,CU1441,True,2020-08-13,false
AC1646,CU2336,True,2020-07-30,false
AC4071,CU3527,True,2020-09-03,false
AC3083,CU1194,True,2020-08-29,false
AC1895,CU2029,True,2020-07-25,false
AC2005,CU3078,True,2020-09-04,false
AC2179,CU1209,True,2020-09-20,false
AC1487,CU3762,True,2020-08-16,false
AC5013,CU0459,True,2020-09-26,false
AC4723,CU3961,True,2020-07-30,false
AC2752,CU0812,True,2020-08-09,false
AC0955,CU5367,True,2020-09-05,false
AC0534,CU3101,True,2020-07-16,false
AC0437,CU2283,True,2020-08-16,false
AC5017,CU2313,True,2020-09-13,false
AC5308,CU3471,True,2020-09-08,false
AC5040,CU1740,True,2020-08-22,false
AC2875,CU1227,True,2020-08-23,false
AC0062,CU0744,True,2020-09-04,false
AC4329,CU4081,True,2020-07-14,false
AC3011,CU4172,True,2020-08-27,false
AC1985,CU0311,True,2020-07-16,false
AC0175,CU3284,True,2020-10-05,false
AC1207,CU5212,True,2020-07-25,false
AC5142,CU1079,True,2020-09-05,false
AC4116,CU0115,True,2020-09-02,false
AC3493,CU4326,True,2020-07-13,false
AC3827,CU1352,True,2020-08-02,false
AC2110,CU0509,True,2020-10-06,false
AC1013,CU2738,True,2020-10-06,false
AC4217,CU3075,True,2020-07-31,false
AC3009,CU3400,True,2020-08-15,false
AC0971,CU5230,True,2020-08-19,false
AC4994,CU0200,True,2020-08-02,false
AC1746,CU2384,True,2020-08-27,false
AC2391,CU2346,True,2020-09-12,false
AC0586,CU4045,True,2020-09-02,false
AC0019,CU3547,True,2020-08-26,false
AC3110,CU0645,True,2020-07-29,false
AC1439,CU2762,True,2020-07-24,generic
AC1327,CU3202,True,2020-09-02,false
AC4381,CU4430,True,2020-08-11,false
AC2142,CU0644,True,2020-08-15,false
AC1421,CU4811,True,2020-08-15,false
AC1471,CU1730,True,2020-10-02,false
AC0017,CU1908,True,2020-08-21,false
AC3312,CU1142,True,2020-08-05,false
AC3238,CU1354,True,2020-08-08,false
AC0075,CU5086,True,2020-08-30,false
AC3393,CU5033,True,2020-08-04,false
AC1990,CU3835,True,2020-09-17,false
AC2912,CU3896,True,2020-09-27,false
AC4054,CU4376,True,2020-08-12,false
AC4163,CU5195,True,2020-08-15,false
AC2155,CU5138,True,2020-10-15,false
AC3922,CU3034,True,2020-10-06,false
AC0988,CU2933,True,2020-08-13,false
AC2488,CU2215,True,2020-08-23,false
AC4198,CU3097,True,2020-08-03,false
AC2009,CU1521,True,2020-09-01,false
AC5038,CU2110,True,2020-09-15,false
AC4297,CU1487,True,2020-09-12,false
AC0199,CU2272,True,2020-08-11,false
AC4369,CU3336,True,2020-07-26,false
AC1082,CU1433,True,2020-08-15,false
AC0221,CU0817,True,2020-07-23,false
AC1394,CU2046,True,2020-08-24,false
AC0991,CU2619,True,2020-08-22,false
AC2055,CU2918,True,2020-09-25,false
AC5192,CU1189,True,2020-09-14,false
AC0514,CU3265,True,2020-10-11,false
AC4288,CU1984,True,2020-07-21,false
AC1679,CU1268,True,2020-07-28,false
AC3136,CU1857,True,2020-09-16,false
AC1181,CU4089,True,2020-08-21,false
AC4906,CU5174,True,2020-08-17,false
AC4980,CU3995,True,2020-10-14,false
AC1993,CU0862,True,2020-07-22,false
AC2436,CU3179,True,2020-07-27,false
AC0265,CU4599,True,2020-10-16,false
AC2454,CU5031,True,2020-09-18,false
AC1525,CU0581,True,2020-08-15,false
AC2843,CU0118,True,2020-10-06,false
AC0471,CU1051,True,2020-10-06,false
AC4809,CU3758,True,2020-07-24,false
AC3495,CU3048,True,2020-07-29,false
AC5054,CU0667,True,2020-08-28,false
AC4680,CU1619,False,2020-09-03,generic
AC3545,CU0763,True,2020-09-14,false
AC4188,CU4212,True,2020-09-10,false
AC3281,CU4174,True,2020-09-18,false
AC3707,CU5321,True,2020-09-12,false
AC2071,CU2830,True,2020-09-12,false
AC4237,CU3488,True,2020-09-12,false
AC4118,CU2879,True,2020-09-27,false
AC0649,CU0401,True,2020-10-11,false
AC1099,CU5268,True,2020-09-28,false
AC0721,CU1160,True,2020-08-20,false
AC4970,CU3866,True,2020-09-22,false
AC4767,CU2904,True,2020-09-28,false
AC5348,CU4264,True,2020-08-12,false
AC4996,CU3960,True,2020-10-25,false
AC5050,CU3650,True,2020-09-25,false
AC1055,CU0807,True,2020-10-19,false
AC3376,CU0816,True,2020-10-20,false
AC4210,CU3154,True,2020-09-03,false
AC2518,CU3878,True,2020-08-04,false
AC0109,CU3009,True,2020-10-04,false
AC2728,CU5274,True,2020-10-29,false
AC3555,CU5157,True,2020-09-26,false
AC3122,CU0141,True,2020-09-20,false
AC1209,CU1414,True,2020-10-10,false
AC1159,CU2502,True,2020-09-10,false
AC2343,CU3419,True,2020-08-27,false
AC0962,CU5312,True,2020-08-20,false
AC3230,CU2736,True,2020-09-24,false
AC5007,CU1700,True,2020-10-03,false
AC5112,CU0391,True,2020-08-06,false
AC3313,CU4583,False,2020-09-04,generic
AC0417,CU4276,True,2020-09-08,false
AC0623,CU4780,True,2020-10-23,false
AC2943,CU4347,True,2020-10-14,false
AC1005,CU5273,True,2020-08-18,false
AC2594,CU2007,True,2020-10-23,generic
AC0227,CU0452,True,2020-08-29,false
AC4265,CU3634,True,2020-08-07,false
AC2095,CU2800,True,2020-10-26,false
AC1127,CU5008,True,2020-08-16,false
AC1382,CU3939,True,2020-09-17,false
AC1130,CU4692,True,2020-09-27,false
AC2841,CU4924,True,2020-08-22,false
AC1705,CU3305,True,2020-10-03,false
AC1962,CU5045,True,2020-09-12,false
AC5360,CU3551,True,2020-08-13,false
AC5313,CU1963,True,2020-09-02,false
AC0699,CU2414,True,2020-08-28,false
AC3836,CU0039,True,2020-08-22,false
AC0388,CU0693,True,2020-09-15,false
AC3563,CU2624,True,2020-09-17,false
AC0429,CU4842,True,2020-08-29,false
AC2635,CU2601,True,2020-10-14,false
AC3401,CU0027,True,2020-08-30,false
AC2192,CU4371,True,2020-10-29,false
AC3164,CU4171,False,2020-09-11,false
AC4658,CU3795,True,2020-09-05,false
AC3988,CU2788,True,2020-10-06,false
AC4979,CU2109,True,2020-09-24,false
AC1631,CU0783,True,2020-10-17,false
AC2910,CU4250,True,2020-10-15,phishing
AC0559,CU1855,True,2020-08-31,false
AC1136,CU5263,True,2020-08-14,false
AC4649,CU0720,True,2020-10-30,false
AC2439,CU5178,True,2020-09-26,false
AC1936,CU0283,True,2020-09-25,false
AC3210,CU3875,True,2020-09-05,false
AC0505,CU4973,True,2020-08-12,false
AC0733,CU2700,True,2020-08-12,false
AC4411,CU2604,True,2020-10-23,false
AC0638,CU3155,True,2020-09-08,false
AC5159,CU1807,True,2020-09-07,false
AC0398,CU2390,True,2020-10-12,false
AC3050,CU4891,True,2020-10-05,false
AC1242,CU4951,True,2020-09-22,false
AC5334,CU0477,True,2020-09-08,false
AC1457,CU4209,False,2020-09-28,generic
AC4925,CU2368,True,2020-08-30,false
AC4322,CU3390,True,2020-09-27,false
AC3350,CU0156,True,2020-09-17,false
AC3249,CU0641,True,2020-10-29,false
AC0631,CU1671,True,2020-08-21,false
AC0408,CU1614,True,2020-08-14,false
AC3434,CU1109,True,2020-10-30,false
AC4663,CU4561,True,2020-10-26,false
AC3248,CU4773,True,2020-10-12,false
AC4138,CU4434,True,2020-09-24,false
AC2953,CU1692,True,2020-09-29,false
AC4888,CU1543,True,2020-09-24,false
AC4794,CU4227,True,2020-09-24,false
AC5238,CU3450,True,2020-09-05,false
AC2283,CU2783,True,2020-09-04,false
AC4627,CU2365,True,2020-10-30,false
AC4684,CU3490,False,2020-09-08,false
AC2624,CU2876,True,2020-11-01,false
AC0249,CU1656,True,2020-09-04,false
AC4664,CU2849,True,2020-09-09,false
AC4792,CU2266,True,2020-10-03,false
AC4625,CU4025,True,2020-08-16,false
AC4981,CU3345,False,2020-10-12,false
AC4584,CU1159,True,2020-08-30,false
AC1036,CU3556,True,2020-10-24,false
AC0473,CU4080,True,2020-08-20,false
AC0035,CU2589,True,2020-10-31,false
AC2973,CU3208,True,2020-09-27,false
AC0742,CU0427,True,2020-10-10,false
AC3293,CU0695,True,2020-08-22,false
AC5318,CU4325,True,2020-10-12,false
AC3746,CU5267,True,2020-08-21,false
AC4357,CU4144,True,2020-10-13,false
AC0298,CU0169,True,2020-09-14,false
AC1034,CU0925,True,2020-10-04,false
AC1805,CU0359,True,2020-09-03,false
AC1717,CU3060,True,2020-10-03,false
AC4111,CU4726,True,2020-09-12,false
AC5055,CU0753,True,2020-10-11,false
AC1787,CU4958,True,2020-10-02,false
AC1780,CU3031,True,2020-09-16,false
AC1881,CU5012,True,2020-10-18,false
AC1292,CU1178,True,2020-09-01,false
AC0234,CU3442,True,2020-09-17,false
AC3699,CU1183,True,2020-09-30,false
AC5368,CU2807,True,2020-08-27,false
AC0416,CU2275,True,2020-09-12,false
AC0553,CU5345,True,2020-09-06,false
AC2027,CU1413,True,2020-09-03,false
AC0025,CU2021,True,2020-09-09,false
AC5170,CU0417,True,2020-10-05,false
AC4420,CU3565,True,2020-08-29,false
AC2535,CU2166,True,2020-08-28,false
AC2720,CU3814,True,2020-09-20,false
AC1565,CU1245,True,2020-10-07,false
AC4938,CU4637,True,2020-11-11,false
AC2688,CU4123,True,2020-09-25,generic
AC5191,CU1501,True,2020-09-13,false
AC0409,CU1787,False,2020-11-03,phishing
AC2764,CU4131,True,2020-09-27,false
AC3084,CU0060,True,2020-09-26,false
AC4483,CU1887,True,2020-09-01,false
AC0498,CU4152,True,2020-09-12,false
AC1828,CU4339,True,2020-10-02,false
AC2070,CU0165,True,2020-10-01,false
AC2374,CU2543,True,2020-12-05,false
AC2388,CU1759,True,2020-12-02,false
AC3068,CU4852,True,2020-09-19,false
AC0925,CU1170,True,2020-11-27,false
AC1638,CU2842,True,2020-11-08,false
AC3437,CU4633,True,2020-10-22,false
AC0230,CU3054,True,2020-11-15,false
AC2784,CU4608,True,2020-11-30,false
AC2320,CU0251,True,2020-12-22,false
AC2203,CU4589,True,2020-11-16,false
AC3749,CU4190,True,2020-11-14,false
AC4883,CU2640,True,2020-12-15,false
AC5081,CU0969,True,2020-11-21,false
AC1974,CU2479,True,2020-10-25,false
AC0809,CU1539,True,2020-09-29,false
AC4705,CU4381,True,2020-10-25,generic
AC0905,CU1853,True,2020-10-26,false
AC1192,CU4881,True,2020-10-17,false
AC3304,CU4216,True,2020-11-22,false
AC0140,CU2400,True,2020-11-15,false
AC1589,CU4391,True,2020-10-03,false
AC0828,CU0736,True,2020-12-14,false
AC2273,CU0868,True,2020-11-12,false
AC0737,CU2618,True,2020-10-27,false
AC4199,CU3110,True,2020-10-28,false
AC0626,CU0613,True,2020-11-11,false
AC5079,CU1481,True,2020-12-05,false
AC2647,CU3676,True,2020-10-17,false
AC2010,CU2940,True,2020-10-24,false
AC4885,CU4330,True,2020-10-30,false
AC4648,CU4181,True,2020-12-25,false
AC4769,CU2077,True,2020-11-10,false
AC4181,CU0326,True,2020-12-07,false
AC0696,CU5162,True,2020-12-24,false
AC0966,CU3644,False,2020-12-11,false
AC2629,CU2708,True,2020-11-01,false
AC4950,CU0018,True,2020-10-05,false
AC3363,CU1399,True,2020-11-06,false
AC0436,CU0654,True,2020-10-24,false
AC2552,CU1134,True,2020-11-25,false
AC0771,CU1470,True,2021-01-12,false
AC2161,CU4585,True,2020-12-15,false
AC2685,CU3010,True,2021-02-04,false
AC0698,CU3067,True,2021-02-11,false
AC2138,CU1195,True,2021-04-21,false
AC0625,CU4487,True,2021-03-12,false
AC1361,CU0711,True,2021-04-27,false
AC2645,CU4225,True,2021-03-16,false
AC2106,CU0612,True,2021-04-15,false
AC3729,CU1347,True,2021-04-16,false
AC1509,CU3409,True,2021-05-23,false
AC3839,CU3129,True,2021-06-19,false
AC5107,CU3539,True,2021-07-10,false
AC1139,CU0239,True,2021-08-05,false
AC0154,CU2827,True,2021-06-22,false
AC2787,CU0493,True,2021-06-19,false
AC3628,CU4093,True,2021-07-07,false
AC1513,CU3619,True,2021-09-30,false
AC1453,CU5221,True,2021-08-13,false
AC4227,CU0681,False,2021-09-14,false
AC3308,CU0768,True,2021-10-19,false
AC2817,CU4128,True,2021-08-29,false
AC3082,CU1359,True,2021-09-29,false
AC0043,CU1585,True,2021-10-24,false
AC0092,CU4691,True,2021-09-25,false
AC2588,CU2599,True,2022-03-07,false
AC3473,CU0361,True,2022-02-06,generic
AC3589,CU2255,True,2022-02-02,false
AC1080,CU0051,True,2022-02-21,false
AC1680,CU4484,True,2022-04-27,false
AC4913,CU5244,True,2022-03-24,false
AC0247,CU2036,True,2022-06-12,false
AC3188,CU2715,True,2022-05-31,false
AC5182,CU0992,True,2022-08-18,false
AC1744,CU5278,True,2022-10-08,false
AC1496,CU3856,True,2022-11-10,false
AC3682,CU2045,False,2022-11-17,generic
AC4083,CU2821,True,2022-10-03,false
AC4811,CU1380,True,2022-12-25,false
AC1827,CU4705,False,2022-11-25,false
AC2549,CU3910,True,2022-12-07,false
AC1337,CU3588,True,2023-03-16,false
AC0116,CU5198,True,2023-01-20,false
AC0228,CU4803,True,2023-04-05,false
AC1503,CU3196,True,2023-03-26,false
AC4869,CU3406,True,2023-05-07,false
AC0348,CU2257,True,2023-06-17,false
AC5203,CU1970,True,2023-07-09,false
AC4655,CU3708,True,2023-07-25,false
AC1143,CU1808,True,2023-10-24,generic
AC0165,CU0620,True,2023-09-24,false
AC2504,CU0046,True,2023-08-08,false
AC2266,CU2436,True,2023-11-06,false
AC1336,CU2126,True,2023-11-28,false
AC2223,CU0808,True,2024-04-12,false
AC4796,CU1736,True,2024-05-11,false
AC4836,CU3052,True,2024-06-15,false
AC3051,CU0381,True,2024-04-11,false
AC1909,CU0759,True,2024-04-19,false
AC3414,CU4805,False,2024-05-28,false
AC0931,CU2921,True,2024-05-19,false
AC2124,CU4214,True,2024-07-06,false
AC3685,CU0375,True,2024-06-09,false
AC3256,CU2888,True,2024-07-18,false
AC1878,CU3428,True,2024-07-12,false
AC2077,CU1915,True,2024-09-18,false
AC0138,CU2809,False,2024-09-03,generic
AC1060,CU2639,False,2024-08-30,false
AC5202,CU2521,True,2024-08-10,false
AC4593,CU3861,False,2024-09-18,generic
AC0760,CU0555,True,2024-10-03,false
AC1258,CU0036,False,2024-10-10,generic
AC0972,CU1036,True,2024-10-29,false
AC2141,CU2011,True,2024-11-28,false
AC4149,CU3092,True,2024-12-22,false
AC4258,CU2717,True,2025-01-08,false
AC2379,CU3933,True,2025-02-21,false
AC0467,CU1477,True,2025-02-04,false
AC5124,CU2326,True,2025-01-24,false
AC4586,CU0914,True,2025-02-12,false
AC0160,CU0846,True,2025-02-17,false
AC2017,CU3962,False,2025-02-23,false
AC1677,CU3273,True,2025-04-04,false
AC2593,CU2189,True,2025-03-19,false
AC3602,CU2022,True,2025-03-08,false
AC0715,CU5346,True,2025-05-30,false
AC0947,CU2585,True,2021-06-07,false
AC5359,CU0385,True,2021-05-30,false
AC2119,CU1731,True,2021-06-19,false
AC3200,CU4095,True,2021-06-30,false
AC0652,CU3573,True,2021-05-17,false
AC2914,CU1469,True,2021-05-23,false
AC3297,CU0701,True,2021-06-11,false
AC3516,CU3516,True,2021-07-25,false
AC4405,CU2791,True,2021-05-15,false
AC5286,CU0418,True,2021-05-16,false
AC2279,CU3489,True,2021-06-13,false
AC1268,CU3191,True,2021-06-23,false
AC5056,CU3859,True,2021-07-28,false
AC4169,CU0653,True,2021-07-02,false
AC2596,CU3291,True,2021-06-05,false
AC3763,CU4603,True,2021-07-23,false
AC3972,CU1072,True,2021-06-26,false
AC4777,CU3882,True,2021-06-04,false
AC5324,CU4130,True,2021-07-27,false
AC3913,CU0074,True,2021-07-07,false
