customer_id,address_valid_from,age_cat,gender,city,country
CU1014,2020-06-20,60+,male,Other,CH
CU2430,2020-06-20,50-59,male,Other,CH
CU4357,2021-12-05,18-29,female,Zurich,CH
CU3507,2020-04-19,60+,male,Zurich,CH
CU0855,2020-05-11,50-59,female,Zurich,CH
CU4254,2020-06-24,60+,male,Zurich,CH
CU2391,2020-06-25,18-29,female,Zurich,CH
CU2742,2020-06-06,60+,female,Lugano,CH
CU4738,2020-07-15,60+,female,Zurich,CH
CU3972,2024-10-18,50-59,female,Other,CH
CU1701,2024-01-19,60+,male,Zurich,CH
CU2833,2020-05-18,50-59,male,Bern,CH
CU4802,2020-06-10,60+,female,Zurich,CH
CU3231,2023-08-09,30-39,female,Zurich,CH
CU0665,2020-06-07,60+,female,Other,CH
CU2861,2020-06-05,50-59,female,Zurich,CH
CU3323,2020-07-19,60+,male,Winterthur,CH
CU0157,2025-02-15,60+,female,Zurich,CH
CU4542,2020-06-02,40-49,female,Lugano,CH
CU3230,2020-05-14,30-39,female,Lucerne,CH
CU0917,2020-06-24,60+,female,Other,CH
CU3074,2021-05-22,50-59,male,Lausanne,CH
CU1404,2023-02-13,50-59,female,Zurich,CH
CU0303,2020-06-17,60+,male,Lausanne,CH
CU5005,2020-05-28,50-59,female,Zurich,CH
CU3271,2020-07-10,50-59,female,Lugano,CH
CU0271,2020-06-08,50-59,male,Zurich,CH
CU3222,2020-06-18,50-59,male,Zurich,CH
CU0108,2020-07-30,60+,female,Other,CH
CU1669,2020-05-21,40-49,male,Other,CH
CU2674,2024-11-07,50-59,female,Zurich,CH
CU1309,2020-07-21,60+,female,Lausanne,CH
CU3095,2020-07-24,50-59,female,Winterthur,CH
CU3513,2020-07-22,60+,female,Lucerne,CH
CU2857,2020-05-29,60+,female,Lugano,CH
CU0013,2022-11-23,60+,female,Other,CH
CU3625,2020-06-04,60+,male,Other,CH
CU4557,2020-07-26,50-59,female,Lugano,CH
CU4902,2020-08-08,60+,female,Bern,CH
CU1981,2020-06-06,50-59,female,Lugano,CH
CU2954,2020-06-21,50-59,female,Zurich,CH
CU1520,2020-05-15,60+,female,Zurich,CH
CU2663,2020-06-30,60+,male,Bern,CH
CU4329,2020-05-20,50-59,male,Lucerne,CH
CU1049,2020-05-19,50-59,female,Zurich,CH
CU3259,2020-06-10,60+,female,Zurich,CH
CU0678,2020-08-10,40-49,female,Bern,CH
CU1925,2020-07-26,30-39,female,Other,CH
CU1890,2020-06-09,30-39,female,Zurich,CH
CU4527,2020-05-31,60+,male,Zurich,CH
CU2561,2020-07-16,60+,male,Zurich,CH
CU2571,2020-07-15,60+,female,Zurich,CH
CU3981,2020-06-09,60+,female,Zurich,CH
CU2227,2020-08-01,60+,male,Lucerne,CH
CU3014,2020-05-28,60+,female,Other,CH
CU0038,2020-06-07,60+,female,Basel,CH
CU0821,2020-07-04,50-59,female,Bern,CH
CU4569,2020-07-17,60+,male,Zurich,CH
CU3921,2020-06-09,60+,female,Zurich,CH
CU3651,2020-07-17,50-59,male,Other,CH
CU4819,2020-07-17,50-59,male,Other,CH
CU0567,2020-07-04,60+,female,Other,CH
CU2261,2020-07-28,60+,female,Other,CH
CU3443,2020-08-21,40-49,male,Zurich,CH
CU1583,2022-03-01,50-59,female,Other,CH
CU1718,2020-06-07,60+,female,Zurich,CH
CU0677,2023-02-17,40-49,male,Zurich,CH
CU4800,2020-07-19,60+,female,Lausanne,CH
CU0870,2020-08-09,40-49,female,Lucerne,CH
CU0923,2020-07-05,60+,male,Other,CH
CU4961,2022-05-31,30-39,female,Zurich,CH
CU4540,2020-08-07,50-59,female,Bern,CH
CU0190,2024-03-28,60+,female,Lugano,CH
CU2121,2020-07-21,50-59,female,Other,CH
CU2363,2020-06-08,50-59,female,Lugano,CH
CU4566,2020-07-29,50-59,female,Lausanne,CH
CU2058,2020-08-26,50-59,female,Other,CH
CU4609,2020-08-06,40-49,male,Lausanne,CH
CU2116,2020-08-21,60+,female,Zurich,CH
CU4909,2020-08-28,60+,female,Other,CH
CU3554,2020-07-16,60+,female,Lausanne,CH
CU0890,2020-06-20,60+,female,Lugano,CH
CU2771,2020-08-26,60+,female,Lucerne,CH
CU3002,2020-07-30,50-59,female,Other,CH
CU3663,2020-07-29,50-59,female,Lausanne,CH
CU3966,2022-10-12,50-59,male,Lausanne,CH
CU4297,2020-07-13,60+,female,Lucerne,CH
CU2710,2020-07-29,50-59,female,Bern,CH
CU4500,2020-06-15,40-49,female,Lugano,CH
CU1338,2020-06-29,60+,female,Lucerne,CH
CU3087,2020-08-18,30-39,female,Other,CH
CU0610,2021-08-21,60+,female,Other,CH
CU1386,2020-07-14,60+,female,Lucerne,CH
CU1022,2020-06-08,40-49,female,Lucerne,CH
CU4113,2020-08-17,50-59,female,Lausanne,CH
CU5172,2020-08-02,60+,female,Zurich,CH
CU2573,2020-07-31,60+,female,Lugano,CH
CU4273,2020-06-12,60+,female,Bern,CH
CU0134,2020-09-29,60+,male,Other,CH
CU3934,2020-08-08,50-59,male,Lausanne,CH
CU5220,2020-07-06,50-59,male,Zurich,CH
CU4792,2020-06-12,60+,female,Other,CH
CU4611,2020-08-14,60+,female,Zurich,CH
CU3797,2020-07-16,60+,female,Other,CH
CU3622,2020-06-24,60+,male,Other,CH
CU2527,2020-07-29,60+,female,Zurich,CH
CU5378,2020-06-28,40-49,female,Winterthur,CH
CU1998,2020-07-19,60+,female,Zurich,CH
CU2957,2020-08-02,50-59,male,Bern,CH
CU2229,2020-08-06,40-49,female,Other,CH
CU1840,2020-08-20,60+,female,Other,CH
CU3430,2020-06-22,50-59,male,Lausanne,CH
CU1284,2020-07-08,60+,female,Other,CH
CU3177,2020-06-19,60+,female,Zurich,CH
CU1310,2021-04-23,60+,female,Lucerne,CH
CU5107,2020-07-07,60+,female,Zurich,CH
CU1680,2020-07-24,50-59,male,Lugano,CH
CU1566,2020-07-10,40-49,female,Zurich,CH
CU0119,2020-06-20,60+,male,Bern,CH
CU1799,2020-06-30,60+,male,Other,CH
CU2689,2020-08-03,50-59,female,Other,CH
CU3843,2020-06-27,60+,female,Other,CH
CU1421,2024-11-20,18-29,female,Other,CH
CU0573,2020-06-25,50-59,female,Lucerne,CH
CU5110,2020-09-01,50-59,female,Zurich,CH
CU4706,2020-07-31,40-49,female,Zurich,CH
CU0011,2020-08-01,50-59,female,Zurich,CH
CU4817,2020-07-18,40-49,female,Lugano,CH
CU3073,2020-06-26,40-49,female,Lausanne,CH
CU2370,2022-10-13,30-39,female,Lugano,CH
CU1387,2020-09-12,30-39,female,Basel,CH
CU2652,2020-08-25,60+,female,Zurich,CH
CU0410,2020-07-17,60+,male,Zurich,CH
CU1577,2022-10-29,30-39,female,Other,CH
CU3311,2021-10-26,60+,female,Bern,CH
CU3482,2020-07-14,50-59,female,Bern,CH
CU4094,2020-08-24,50-59,female,Lausanne,CH
CU2642,2024-02-25,50-59,female,Lausanne,CH
CU3732,2020-07-26,40-49,female,Bern,CH
CU2496,2020-08-02,40-49,female,Zurich,CH
CU5049,2020-09-17,50-59,male,Lausanne,CH
CU0822,2020-09-07,60+,male,Lucerne,CH
CU3139,2020-09-16,50-59,female,Lugano,CH
CU2299,2020-07-09,60+,female,Zurich,CH
CU2572,2020-08-23,50-59,female,Lugano,CH
CU1200,2020-06-28,50-59,female,Lugano,CH
CU4335,2020-07-04,50-59,female,Zurich,CH
CU4479,2020-07-14,40-49,female,Lucerne,CH
CU2262,2020-07-10,40-49,female,Zurich,CH
CU1348,2020-06-30,60+,male,Zurich,CH
CU5234,2020-07-18,50-59,female,Zurich,CH
CU1609,2020-09-14,30-39,female,Bern,CH
CU4616,2021-05-30,30-39,female,Lucerne,CH
CU0154,2020-08-24,40-49,female,Lugano,CH
CU5092,2023-10-02,18-29,male,Lausanne,CH
CU4096,2020-07-28,50-59,male,Zurich,CH
CU3387,2020-09-14,50-59,male,Lucerne,CH
CU4761,2020-07-07,50-59,female,Zurich,CH
CU5348,2020-08-16,60+,female,Other,CH
CU4669,2020-09-13,40-49,female,Other,CH
CU0501,2021-10-17,40-49,female,Zurich,CH
CU3473,2022-05-10,40-49,male,Lucerne,CH
CU1972,2020-09-17,60+,female,Other,CH
CU2540,2020-07-15,60+,male,Bern,CH
CU0405,2020-07-01,60+,female,Zurich,CH
CU4054,2020-08-26,60+,male,Other,CH
CU3247,2020-07-02,50-59,female,Bern,CH
CU2153,2023-01-02,50-59,male,Other,CH
CU2122,2020-07-03,30-39,female,Zurich,CH
CU0342,2020-07-14,60+,female,Other,CH
CU5124,2020-07-25,50-59,female,Lugano,CH
CU2133,2020-08-27,40-49,female,Other,CH
CU0877,2021-06-17,40-49,female,Zurich,CH
CU3090,2020-07-22,50-59,female,Other,CH
CU2856,2020-07-18,50-59,female,Zurich,CH
CU0000,2022-12-17,50-59,female,Lucerne,CH
CU3477,2020-08-11,60+,female,Other,CH
CU5064,2020-07-17,50-59,female,Zurich,CH
CU0032,2020-08-23,50-59,female,Zurich,CH
CU1179,2020-08-06,40-49,female,Zurich,CH
CU5061,2020-07-11,60+,male,Bern,CH
CU0871,2021-04-08,40-49,female,Basel,CH
CU1228,2022-12-03,40-49,female,Basel,CH
CU2714,2020-09-01,18-29,female,Other,CH
CU1514,2020-08-31,30-39,female,Zurich,CH
CU5211,2020-07-02,50-59,female,Zurich,CH
CU0532,2020-09-18,40-49,male,Other,CH
CU2669,2022-07-26,30-39,male,Zurich,CH
CU3018,2020-08-03,50-59,female,Other,CH
CU5112,2020-08-13,50-59,male,Lugano,CH
CU3103,2021-01-03,60+,male,Other,CH
CU0705,2020-07-23,40-49,female,Lucerne,CH
CU4342,2020-07-12,30-39,female,Zurich,CH
CU3683,2022-10-27,60+,male,Basel,CH
CU4573,2020-09-04,40-49,female,Lugano,CH
CU3412,2020-07-24,50-59,female,Lausanne,CH
CU0780,2020-07-23,50-59,female,Zurich,CH
CU1355,2020-08-01,40-49,female,Other,CH
CU1340,2020-08-15,40-49,female,Bern,CH
CU0456,2023-04-05,50-59,male,Zurich,CH
CU0978,2020-09-01,40-49,male,Zurich,CH
CU0463,2022-12-10,40-49,female,Other,CH
CU2596,2022-11-18,60+,female,Lucerne,CH
CU3319,2020-09-12,60+,male,Lausanne,CH
CU1683,2020-08-23,40-49,female,Zurich,CH
CU4828,2020-07-29,60+,male,Zurich,CH
CU2173,2021-12-29,50-59,female,Other,CH
CU0604,2024-08-18,60+,female,Bern,CH
CU0582,2024-06-28,60+,male,Zurich,CH
CU0632,2020-10-04,50-59,female,Zurich,CH
CU1602,2023-09-17,60+,male,Lucerne,CH
CU2307,2024-03-28,30-39,female,Lucerne,CH
CU2222,2020-07-20,40-49,female,Zurich,CH
CU4590,2020-07-11,60+,female,Zurich,CH
CU4189,2020-08-13,50-59,male,Other,CH
CU4201,2023-08-04,40-49,female,Zurich,CH
CU4659,2020-08-21,40-49,female,Other,CH
CU1447,2023-09-30,18-29,female,Lucerne,CH
CU1429,2020-08-07,60+,male,Other,CH
CU1966,2020-09-25,40-49,male,Zurich,CH
CU1441,2020-09-06,40-49,male,Zurich,CH
CU2336,2020-10-02,30-39,female,Lausanne,CH
CU3527,2020-07-28,60+,male,Bern,CH
CU1194,2024-09-26,30-39,female,Other,CH
CU2029,2020-08-10,40-49,male,Lucerne,CH
CU3078,2020-08-27,30-39,male,Zurich,CH
CU1209,2023-05-25,50-59,female,Bern,CH
CU3762,2020-09-07,50-59,male,Zurich,CH
CU0459,2020-09-06,60+,male,Zurich,CH
CU3961,2020-07-21,60+,female,Bern,CH
CU0812,2020-09-19,50-59,female,Lugano,CH
CU5367,2021-10-17,50-59,female,Zurich,CH
CU3101,2020-08-27,60+,female,Other,CH
CU2283,2020-07-22,60+,male,Lausanne,CH
CU2313,2020-09-09,60+,female,Zurich,CH
CU3471,2020-09-18,60+,male,Other,CH
CU1740,2021-11-26,30-39,female,Zurich,CH
CU1227,2020-10-09,60+,female,Other,CH
CU0744,2020-09-12,50-59,female,Winterthur,CH
CU4081,2021-10-31,60+,female,Lucerne,CH
CU4172,2020-08-11,50-59,female,Zurich,CH
CU0311,2020-08-21,60+,female,Zurich,CH
CU3284,2024-09-16,60+,female,Lugano,CH
CU5212,2020-09-13,50-59,female,Lausanne,CH
CU1079,2020-07-19,60+,female,Bern,CH
CU0115,2020-08-24,50-59,female,Zurich,CH
CU4326,2020-09-05,60+,female,Other,CH
CU1352,2020-09-04,60+,female,Lausanne,CH
CU0509,2020-07-23,60+,female,Bern,CH
CU2738,2020-08-03,60+,female,Basel,CH
CU3075,2021-08-12,40-49,male,Lausanne,CH
CU3400,2020-09-23,40-49,female,Other,CH
CU5230,2020-09-16,40-49,female,Zurich,CH
CU0200,2022-01-01,40-49,male,Lucerne,CH
CU2384,2023-02-22,30-39,female,Lucerne,CH
CU2346,2023-05-14,40-49,female,Basel,CH
CU4045,2020-08-10,60+,female,Lausanne,CH
CU3547,2022-06-14,30-39,female,Other,CH
CU0645,2021-10-04,50-59,female,Other,CH
CU2762,2020-08-11,40-49,female,Other,CH
CU3202,2020-09-04,60+,female,Lucerne,CH
CU4430,2020-10-08,50-59,female,Zurich,CH
CU0644,2020-08-24,60+,female,Bern,CH
CU4811,2020-10-03,60+,female,Zurich,CH
CU1730,2020-07-20,50-59,female,Zurich,CH
CU1908,2023-02-17,60+,female,Zurich,CH
CU1142,2020-09-15,50-59,female,Zurich,CH
CU1354,2020-09-29,60+,female,Lucerne,CH
CU5086,2020-08-07,50-59,female,Lucerne,CH
CU5033,2020-08-15,50-59,male,Lucerne,CH
CU3835,2020-09-02,50-59,female,Lucerne,CH
CU3896,2020-10-15,60+,female,Zurich,CH
CU4376,2020-08-06,60+,male,Other,CH
CU5195,2020-09-04,60+,male,Other,CH
CU5138,2020-08-01,50-59,female,Zurich,CH
CU3034,2023-04-22,40-49,male,Other,CH
CU2933,2020-10-08,50-59,female,Other,CH
CU2215,2020-09-03,60+,male,Lausanne,CH
CU3097,2020-09-24,50-59,male,Other,CH
CU1521,2020-09-16,60+,female,Zurich,CH
CU2110,2020-08-22,60+,female,Other,CH
CU1487,2020-07-28,40-49,female,Lausanne,CH
CU2272,2020-08-19,50-59,female,Zurich,CH
CU3336,2020-10-13,60+,male,Other,CH
CU1433,2022-07-16,40-49,male,Zurich,CH
CU0817,2022-10-11,60+,female,Lugano,CH
CU2046,2022-09-21,40-49,female,Zurich,CH
CU2619,2020-10-15,60+,female,Other,CH
CU2918,2020-08-04,40-49,female,Lausanne,CH
CU1189,2021-05-24,40-49,male,Zurich,CH
CU3265,2020-09-29,50-59,female,Zurich,CH
CU1984,2020-08-05,40-49,male,Lucerne,CH
CU1268,2020-09-24,18-29,female,Zurich,CH
CU1857,2020-08-22,60+,female,Lucerne,CH
CU4089,2020-09-06,60+,female,Winterthur,CH
CU5174,2020-09-09,60+,female,Zurich,CH
CU3995,2020-10-10,60+,female,Lucerne,CH
CU0862,2020-08-07,40-49,female,Lucerne,CH
CU3179,2022-04-12,50-59,male,Lugano,CH
CU4599,2020-08-24,60+,female,Other,CH
CU5031,2021-03-26,50-59,female,Zurich,CH
CU0581,2020-08-22,60+,male,Zurich,CH
CU0118,2020-12-16,60+,female,Other,CH
CU1051,2020-10-21,60+,female,Other,CH
CU3758,2020-09-11,60+,female,Lugano,CH
CU3048,2020-08-14,60+,female,Lucerne,CH
CU0667,2020-10-18,50-59,female,Lucerne,CH
CU1619,2024-10-30,50-59,male,Zurich,CH
CU0763,2020-08-27,40-49,female,Bern,CH
CU4212,2021-05-31,60+,female,Zurich,CH
CU4174,2020-08-18,60+,female,Zurich,CH
CU5321,2020-10-08,60+,female,Zurich,CH
CU2830,2020-10-02,60+,male,Other,CH
CU3488,2022-08-03,50-59,female,Lucerne,CH
CU2879,2020-08-22,60+,female,Other,CH
CU0401,2024-05-11,40-49,male,Other,CH
CU5268,2020-10-06,60+,female,Zurich,CH
CU1160,2020-10-17,40-49,female,Zurich,CH
CU3866,2020-09-19,60+,female,Zurich,CH
CU2904,2020-09-13,50-59,male,Other,CH
CU4264,2020-08-14,60+,male,Zurich,CH
CU3960,2020-10-08,60+,female,Zurich,CH
CU3650,2020-08-20,50-59,female,Lausanne,CH
CU0807,2020-09-20,50-59,female,Lucerne,CH
CU0816,2020-09-05,60+,male,Zurich,CH
CU3154,2020-10-21,50-59,female,Other,CH
CU3878,2020-10-03,30-39,female,Zurich,CH
CU3009,2021-02-28,40-49,male,Other,CH
CU5274,2020-08-06,30-39,female,Other,CH
CU5157,2020-09-13,60+,female,Zurich,CH
CU0141,2020-09-11,50-59,male,Zurich,CH
CU1414,2020-08-26,60+,male,Other,CH
CU2502,2020-10-10,60+,female,Other,CH
CU3419,2020-09-04,50-59,female,Other,CH
CU5312,2020-08-18,40-49,female,Zurich,CH
CU2736,2020-09-12,50-59,female,Lucerne,CH
CU1700,2020-10-07,40-49,female,Zurich,CH
CU0391,2020-08-15,30-39,male,Winterthur,CH
CU4583,2022-09-27,30-39,female,Lucerne,CH
CU4276,2020-09-30,60+,female,Zurich,CH
CU4780,2020-08-14,60+,female,Lugano,CH
CU4347,2020-08-03,60+,female,Other,CH
CU5273,2020-09-15,60+,female,Bern,CH
CU2007,2020-10-29,30-39,female,Lausanne,CH
CU0452,2020-10-09,40-49,female,Zurich,CH
CU3634,2020-08-03,60+,female,Other,CH
CU2800,2024-03-02,30-39,male,Zurich,CH
CU5008,2020-08-05,50-59,female,Bern,CH
CU3939,2025-04-28,40-49,male,Zurich,CH
CU4692,2020-09-09,60+,female,Winterthur,CH
CU4924,2020-08-20,40-49,male,Other,CH
CU3305,2020-09-17,60+,female,Zurich,CH
CU5045,2020-08-27,30-39,male,Lucerne,CH
CU3551,2020-10-12,50-59,female,Other,CH
CU1963,2020-10-20,50-59,female,Zurich,CH
CU2414,2020-09-25,60+,female,Bern,CH
CU0039,2020-08-07,60+,male,Winterthur,CH
CU0693,2024-03-10,50-59,female,Other,CH
CU2624,2023-01-04,60+,female,Zurich,CH
CU4842,2020-08-11,60+,male,Lausanne,CH
CU2601,2020-10-30,50-59,male,Zurich,CH
CU0027,2020-10-18,60+,female,Lucerne,CH
CU4371,2022-05-27,60+,female,Zurich,CH
CU4171,2025-02-01,60+,female,Winterthur,CH
CU3795,2020-09-02,60+,female,Zurich,CH
CU2788,2020-10-09,60+,female,Lausanne,CH
CU2109,2020-08-10,60+,female,Zurich,CH
CU0783,2020-08-17,50-59,female,Other,CH
CU4250,2020-08-25,60+,female,Zurich,CH
CU1855,2020-08-19,50-59,female,Zurich,CH
CU5263,2020-08-25,60+,male,Zurich,CH
CU0720,2020-09-14,50-59,male,Lugano,CH
CU5178,2020-09-19,40-49,male,Zurich,CH
CU0283,2020-09-14,60+,female,Zurich,CH
CU3875,2020-09-18,60+,female,Zurich,CH
CU4973,2020-09-13,60+,male,Other,CH
CU2700,2020-10-21,60+,female,Lausanne,CH
CU2604,2020-10-26,60+,female,Zurich,CH
CU3155,2020-10-14,60+,female,Lausanne,CH
CU1807,2020-10-28,50-59,female,Zurich,CH
CU2390,2024-04-19,60+,female,Zurich,CH
CU4891,2020-09-05,30-39,male,Bern,CH
CU4951,2020-11-05,60+,female,Zurich,CH
CU0477,2020-09-19,60+,female,Lugano,CH
CU4209,2020-10-27,60+,female,Lucerne,CH
CU2368,2020-09-18,60+,female,Zurich,CH
CU3390,2020-11-03,40-49,female,Zurich,CH
CU0156,2024-04-03,40-49,female,Bern,CH
CU0641,2025-03-28,50-59,male,Bern,CH
CU1671,2020-08-19,50-59,female,Zurich,CH
CU1614,2020-10-17,40-49,female,Lucerne,CH
CU1109,2020-09-29,60+,female,Lucerne,CH
CU4561,2020-10-28,60+,female,Lugano,CH
CU4773,2020-10-22,60+,female,Other,CH
CU4434,2020-10-20,60+,female,Other,CH
CU1692,2020-10-26,60+,female,Zurich,CH
CU1543,2021-05-20,60+,female,Zurich,CH
CU4227,2022-05-31,30-39,female,Other,CH
CU3450,2024-02-27,60+,female,Zurich,CH
CU2783,2020-10-26,60+,female,Zurich,CH
CU2365,2020-11-01,60+,female,Zurich,CH
CU3490,2022-10-08,30-39,female,Lucerne,CH
CU2876,2020-10-29,40-49,female,Lucerne,CH
CU1656,2020-10-26,50-59,female,Zurich,CH
CU2849,2020-10-18,50-59,female,Other,CH
CU2266,2020-10-26,60+,female,Lucerne,CH
CU4025,2020-10-14,60+,male,Other,CH
CU3345,2020-08-18,60+,female,Zurich,CH
CU1159,2020-08-13,60+,female,Zurich,CH
CU3556,2020-10-06,60+,male,Bern,CH
CU4080,2020-10-10,60+,female,Zurich,CH
CU2589,2020-09-08,60+,female,Lucerne,CH
CU3208,2020-10-27,60+,female,Lucerne,CH
CU0427,2020-08-28,60+,female,Lausanne,CH
CU0695,2020-10-03,50-59,male,Lausanne,CH
CU4325,2020-08-18,60+,female,Other,CH
CU5267,2020-10-06,60+,male,Lucerne,CH
CU4144,2020-10-01,60+,female,Zurich,CH
CU0169,2023-10-28,40-49,female,Bern,CH
CU0925,2022-03-11,50-59,male,Winterthur,CH
CU0359,2020-09-21,60+,female,Zurich,CH
CU3060,2020-10-19,60+,female,Other,CH
CU4726,2020-10-22,50-59,female,Lucerne,CH
CU0753,2023-08-24,40-49,female,Lausanne,CH
CU4958,2022-06-03,40-49,female,Other,CH
CU3031,2020-10-27,60+,female,Zurich,CH
CU5012,2024-09-12,50-59,male,Zurich,CH
CU1178,2021-10-18,30-39,male,Zurich,CH
CU3442,2020-09-23,40-49,male,Other,CH
CU1183,2020-11-08,60+,male,Bern,CH
CU2807,2023-05-27,40-49,female,Zurich,CH
CU2275,2020-10-29,30-39,female,Other,CH
CU5345,2020-09-10,60+,male,Zurich,CH
CU1413,2023-08-29,40-49,male,Lucerne,CH
CU2021,2021-08-14,18-29,female,Other,CH
CU0417,2020-10-28,30-39,female,Zurich,CH
CU3565,2020-08-25,50-59,male,Zurich,CH
CU2166,2022-03-18,50-59,male,Lausanne,CH
CU3814,2020-09-01,40-49,female,Zurich,CH
CU1245,2020-08-28,40-49,female,Other,CH
CU4637,2022-07-21,50-59,male,Lausanne,CH
CU4123,2023-02-10,40-49,female,Other,CH
CU1501,2020-10-22,40-49,female,Lucerne,CH
CU1787,2020-10-09,50-59,female,Lucerne,CH
CU4131,2020-10-13,60+,female,Lugano,CH
CU0060,2020-09-18,40-49,male,Zurich,CH
CU1887,2020-09-15,60+,female,Zurich,CH
CU4152,2023-11-11,60+,female,Other,CH
CU4339,2020-12-11,50-59,female,Lucerne,CH
CU0165,2020-11-20,30-39,male,Other,CH
CU2543,2020-10-21,60+,male,Other,CH
CU1759,2020-11-06,40-49,female,Zurich,CH
CU4852,2020-10-07,60+,female,Zurich,CH
CU1170,2020-12-06,60+,female,Zurich,CH
CU2842,2020-10-06,40-49,female,Other,CH
CU4633,2020-11-10,50-59,female,Lugano,CH
CU3054,2024-11-01,60+,male,Other,CH
CU4608,2020-10-19,50-59,female,Lausanne,CH
CU0251,2023-04-12,50-59,male,Zurich,CH
CU4589,2020-09-26,60+,female,Lucerne,CH
CU4190,2024-10-10,60+,female,Zurich,CH
CU2640,2020-10-04,60+,male,Bern,CH
CU0969,2024-06-30,60+,female,Other,CH
CU2479,2020-09-29,50-59,female,Zurich,CH
CU1539,2020-10-10,18-29,male,Zurich,CH
CU4381,2020-12-22,18-29,male,Other,CH
CU1853,2020-11-27,60+,female,Lausanne,CH
CU4881,2020-10-12,60+,female,Lausanne,CH
CU4216,2020-10-31,50-59,female,Other,CH
CU2400,2020-12-23,40-49,female,Zurich,CH
CU4391,2020-12-05,40-49,female,Lugano,CH
CU0736,2023-06-26,60+,female,Lucerne,CH
CU0868,2020-11-26,50-59,female,Other,CH
CU2618,2020-11-24,40-49,female,Bern,CH
CU3110,2024-04-19,50-59,female,Bern,CH
CU0613,2024-02-10,40-49,male,Zurich,CH
CU1481,2020-11-12,50-59,female,Other,CH
CU3676,2020-10-09,40-49,female,Basel,CH
CU2940,2021-08-12,50-59,female,Bern,CH
CU4330,2020-12-14,60+,male,Other,CH
CU4181,2020-10-16,40-49,female,Zurich,CH
CU2077,2020-11-10,30-39,female,Zurich,CH
